Temp,Humd,Label
104.0,129.0,0
5.0,149.0,0
90.0,142.0,0
7.0,116.0,0
55.0,280.0,0
191.0,134.0,0
24.0,235.0,0
197.0,290.0,0
48.0,113.0,0
180.0,160.0,0
76.0,201.0,0
15.0,243.0,0
26.0,150.0,0
72.0,192.0,0
7.0,162.0,0
166.0,123.0,0
101.0,101.0,0
197.0,171.0,0
152.0,192.0,0
161.0,239.0,0
42.0,194.0,0
189.0,275.0,0
49.0,184.0,0
68.0,189.0,0
94.0,218.0,0
146.0,162.0,0
80.0,172.0,0
68.0,214.0,0
162.0,108.0,0
0.0,288.0,0
167.0,111.0,0
95.0,225.0,0
115.0,142.0,0
73.0,242.0,0
47.0,187.0,0
194.0,291.0,0
2.0,115.0,0
196.0,281.0,0
115.0,281.0,0
191.0,275.0,0
45.0,126.0,0
159.0,276.0,0
158.0,181.0,0
78.0,297.0,0
112.0,293.0,0
75.0,198.0,0
185.0,102.0,0
118.0,281.0,0
24.0,129.0,0
100.0,234.0,0
191.0,230.0,0
81.0,240.0,0
57.0,174.0,0
113.0,138.0,0
32.0,273.0,0
158.0,253.0,0
123.0,177.0,0
192.0,103.0,0
25.0,293.0,0
50.0,155.0,0
129.0,118.0,0
174.0,186.0,0
193.0,182.0,0
26.0,291.0,0
175.0,200.0,0
58.0,209.0,0
6.0,215.0,0
122.0,189.0,0
129.0,268.0,0
49.0,102.0,0
178.0,119.0,0
155.0,212.0,0
52.0,239.0,0
115.0,197.0,0
170.0,122.0,0
51.0,292.0,0
56.0,234.0,0
70.0,168.0,0
144.0,186.0,0
163.0,169.0,0
54.0,266.0,0
45.0,170.0,0
159.0,218.0,0
71.0,125.0,0
33.0,287.0,0
68.0,175.0,0
123.0,224.0,0
172.0,265.0,0
20.0,163.0,0
50.0,205.0,0
82.0,287.0,0
14.0,293.0,0
173.0,175.0,0
26.0,143.0,0
131.0,282.0,0
195.0,236.0,0
136.0,163.0,0
184.0,123.0,0
93.0,143.0,0
194.0,186.0,0
77.0,187.0,0
35.0,291.0,0
21.0,161.0,0
76.0,131.0,0
2.0,114.0,0
124.0,193.0,0
65.0,155.0,0
35.0,295.0,0
120.0,121.0,0
125.0,239.0,0
154.0,266.0,0
58.0,172.0,0
102.0,158.0,0
91.0,132.0,0
61.0,299.0,0
199.0,263.0,0
155.0,150.0,0
109.0,104.0,0
119.0,295.0,0
180.0,235.0,0
167.0,176.0,0
59.0,291.0,0
105.0,119.0,0
135.0,134.0,0
159.0,281.0,0
163.0,229.0,0
102.0,141.0,0
148.0,155.0,0
46.0,183.0,0
170.0,213.0,0
151.0,237.0,0
169.0,126.0,0
127.0,258.0,0
65.0,241.0,0
56.0,206.0,0
22.0,253.0,0
35.0,125.0,0
109.0,141.0,0
76.0,178.0,0
111.0,248.0,0
173.0,226.0,0
123.0,238.0,0
187.0,110.0,0
85.0,242.0,0
65.0,210.0,0
119.0,282.0,0
56.0,152.0,0
189.0,245.0,0
136.0,155.0,0
145.0,255.0,0
7.0,121.0,0
134.0,126.0,0
124.0,217.0,0
11.0,292.0,0
98.0,300.0,0
159.0,209.0,0
104.0,260.0,0
26.0,185.0,0
182.0,230.0,0
118.0,133.0,0
6.0,277.0,0
5.0,261.0,0
162.0,276.0,0
170.0,104.0,0
156.0,254.0,0
67.0,191.0,0
40.0,187.0,0
98.0,203.0,0
44.0,276.0,0
149.0,174.0,0
103.0,120.0,0
113.0,199.0,0
37.0,218.0,0
70.0,220.0,0
118.0,111.0,0
54.0,111.0,0
160.0,300.0,0
185.0,202.0,0
24.0,225.0,0
110.0,199.0,0
69.0,199.0,0
176.0,281.0,0
68.0,219.0,0
47.0,254.0,0
3.0,209.0,0
11.0,188.0,0
169.0,207.0,0
129.0,274.0,0
73.0,157.0,0
172.0,174.0,0
199.0,230.0,0
187.0,203.0,0
122.0,144.0,0
53.0,172.0,0
16.0,249.0,0
64.0,176.0,0
72.0,287.0,0
171.0,272.0,0
177.0,239.0,0
86.0,123.0,0
65.0,185.0,0
19.0,199.0,0
171.0,224.0,0
141.0,127.0,0
152.0,179.0,0
29.0,249.0,0
30.0,140.0,0
9.0,168.0,0
100.0,293.0,0
191.0,292.0,0
160.0,229.0,0
113.0,106.0,0
63.0,148.0,0
114.0,199.0,0
113.0,300.0,0
52.0,125.0,0
63.0,226.0,0
101.0,100.0,0
49.0,283.0,0
29.0,112.0,0
91.0,159.0,0
111.0,167.0,0
129.0,101.0,0
36.0,111.0,0
16.0,225.0,0
124.0,176.0,0
130.0,288.0,0
40.0,286.0,0
8.0,235.0,0
5.0,104.0,0
62.0,264.0,0
67.0,192.0,0
84.0,149.0,0
19.0,168.0,0
184.0,151.0,0
140.0,198.0,0
24.0,166.0,0
175.0,147.0,0
144.0,250.0,0
144.0,251.0,0
126.0,200.0,0
184.0,132.0,0
97.0,166.0,0
159.0,124.0,0
75.0,277.0,0
51.0,151.0,0
109.0,136.0,0
174.0,251.0,0
47.0,292.0,0
186.0,253.0,0
180.0,169.0,0
27.0,293.0,0
91.0,257.0,0
7.0,227.0,0
117.0,280.0,0
73.0,238.0,0
185.0,287.0,0
63.0,295.0,0
71.0,267.0,0
189.0,215.0,0
13.0,298.0,0
149.0,213.0,0
149.0,295.0,0
26.0,145.0,0
40.0,176.0,0
148.0,187.0,0
83.0,280.0,0
198.0,229.0,0
117.0,189.0,0
109.0,210.0,0
187.0,131.0,0
131.0,121.0,0
134.0,109.0,0
3.0,248.0,0
178.0,175.0,0
146.0,237.0,0
151.0,118.0,0
21.0,254.0,0
125.0,225.0,0
60.0,121.0,0
196.0,148.0,0
58.0,147.0,0
93.0,226.0,0
189.0,282.0,0
144.0,262.0,0
27.0,208.0,0
20.0,110.0,0
59.0,154.0,0
200.0,289.0,0
23.0,247.0,0
175.0,229.0,0
138.0,289.0,0
81.0,178.0,0
97.0,114.0,0
94.0,198.0,0
29.0,218.0,0
30.0,254.0,0
185.0,175.0,0
18.0,157.0,0
63.0,230.0,0
78.0,178.0,0
3.0,246.0,0
34.0,162.0,0
173.0,194.0,0
103.0,127.0,0
40.0,250.0,0
111.0,229.0,0
75.0,221.0,0
193.0,133.0,0
91.0,287.0,0
170.0,149.0,0
110.0,280.0,0
182.0,110.0,0
200.0,203.0,0
92.0,229.0,0
151.0,247.0,0
170.0,194.0,0
159.0,293.0,0
47.0,125.0,0
6.0,234.0,0
125.0,133.0,0
59.0,266.0,0
196.0,242.0,0
141.0,102.0,0
94.0,275.0,0
148.0,237.0,0
196.0,187.0,0
179.0,202.0,0
92.0,251.0,0
77.0,158.0,0
197.0,295.0,0
179.0,270.0,0
100.0,197.0,0
155.0,147.0,0
12.0,101.0,0
45.0,134.0,0
11.0,291.0,0
99.0,105.0,0
146.0,228.0,0
51.0,112.0,0
197.0,185.0,0
113.0,265.0,0
38.0,236.0,0
178.0,211.0,0
178.0,277.0,0
19.0,228.0,0
163.0,220.0,0
138.0,277.0,0
121.0,139.0,0
28.0,143.0,0
8.0,290.0,0
48.0,291.0,0
194.0,269.0,0
81.0,213.0,0
11.0,254.0,0
54.0,217.0,0
129.0,121.0,0
151.0,182.0,0
73.0,222.0,0
189.0,281.0,0
186.0,239.0,0
5.0,248.0,0
107.0,279.0,0
198.0,283.0,0
93.0,199.0,0
163.0,300.0,0
100.0,168.0,0
19.0,226.0,0
55.0,259.0,0
101.0,212.0,0
111.0,232.0,0
70.0,113.0,0
118.0,152.0,0
71.0,197.0,0
89.0,117.0,0
48.0,184.0,0
200.0,267.0,0
170.0,109.0,0
171.0,249.0,0
33.0,103.0,0
193.0,180.0,0
45.0,253.0,0
51.0,116.0,0
90.0,244.0,0
153.0,244.0,0
123.0,162.0,0
6.0,118.0,0
42.0,268.0,0
75.0,115.0,0
26.0,272.0,0
26.0,261.0,0
194.0,251.0,0
33.0,143.0,0
190.0,200.0,0
9.0,206.0,0
83.0,221.0,0
196.0,119.0,0
140.0,225.0,0
194.0,103.0,0
32.0,196.0,0
76.0,288.0,0
198.0,179.0,0
29.0,238.0,0
156.0,196.0,0
28.0,101.0,0
95.0,264.0,0
11.0,193.0,0
49.0,217.0,0
125.0,276.0,0
49.0,247.0,0
62.0,256.0,0
122.0,257.0,0
32.0,109.0,0
175.0,182.0,0
89.0,127.0,0
43.0,217.0,0
183.0,188.0,0
63.0,202.0,0
175.0,245.0,0
145.0,161.0,0
1.0,265.0,0
93.0,178.0,0
41.0,232.0,0
155.0,186.0,0
199.0,118.0,0
134.0,200.0,0
169.0,155.0,0
63.0,239.0,0
6.0,250.0,0
194.0,102.0,0
51.0,147.0,0
84.0,137.0,0
141.0,290.0,0
66.0,156.0,0
101.0,211.0,0
196.0,198.0,0
112.0,277.0,0
153.0,255.0,0
120.0,253.0,0
146.0,196.0,0
45.0,163.0,0
60.0,104.0,0
84.0,266.0,0
190.0,107.0,0
190.0,103.0,0
200.0,132.0,0
161.0,154.0,0
50.0,167.0,0
187.0,179.0,0
173.0,221.0,0
53.0,142.0,0
146.0,226.0,0
48.0,297.0,0
159.0,195.0,0
64.0,189.0,0
195.0,222.0,0
118.0,225.0,0
150.0,183.0,0
141.0,202.0,0
47.0,227.0,0
187.0,127.0,0
84.0,148.0,0
82.0,210.0,0
126.0,175.0,0
164.0,273.0,0
196.0,108.0,0
24.0,188.0,0
51.0,273.0,0
25.0,220.0,0
157.0,113.0,0
86.0,173.0,0
9.0,271.0,0
82.0,300.0,0
97.0,256.0,0
113.0,188.0,0
136.0,256.0,0
15.0,249.0,0
180.0,122.0,0
